timestamp,latitude,longitude
1701862223.900043,45.423812753406715,11.948032467058026
1701862224.898185,45.42382016837397,11.948042039983843
1701862225.8885312,45.42382073779723,11.948041034563376
1701862226.8865404,45.423822950929086,11.948055705405968
1701862227.889566,45.42383345270947,11.948066077119265
1701862228.8900542,45.42385105788366,11.948082166054647
1701862229.889962,45.42388147542586,11.948088321872355
1701862230.8967276,45.42390286775248,11.948105421625442
1701862231.8883367,45.42391618693144,11.94810368811012
1701862232.8881445,45.423922890880675,11.9481088292015
1701862233.8886356,45.4239297459916,11.948111757765494
1701862234.892404,45.42393668392841,11.94812943160344
1701862235.8925586,45.423934369382025,11.948178781641277
1701862236.8901625,45.42395899707768,11.948167596691967
1701862237.8854003,45.42396224571327,11.948250984701538
1701862238.8909872,45.42397400717126,11.948292309108504
1701862239.8948212,45.42399256333287,11.948323479779715
1701862240.897873,45.424002726575225,11.948320230539956
1701862241.8892453,45.42401070069083,11.948308085111439
1701862242.8856502,45.42402716116272,11.948313607107707
1701862243.8931994,45.424040879975784,11.948321230767679
1701862244.902079,45.42406203466195,11.94831472478835
1701862245.890801,45.42408406723724,11.94828373546224
1701862246.8947024,45.42409502524659,11.948267142054755
1701862247.8974247,45.4241086337893,11.948266802965268
1701862248.8999236,45.42412286375761,11.948263666753215
1701862249.8957486,45.424131367069855,11.948254175138509
1701862250.9032776,45.424150532499205,11.948252159873489
1701862251.90051,45.42416523842627,11.94826102475701
1701862252.9023323,45.424177881285786,11.94825913665822
1701862253.903244,45.42419122104316,11.948266116322763
1701862254.902208,45.424207481437996,11.94827588508166
1701862255.890592,45.42422418444985,11.948289820129187
1701862256.8938794,45.42423019032068,11.948306088535027
1701862257.88766,45.4242461059078,11.948317631055582
1701862258.8966494,45.42425633420278,11.948331140348154
1701862259.8930023,45.4242670451938,11.948346685905596
1701862260.900426,45.424277365856454,11.948357378284145
1701862261.9029608,45.424285689658674,11.948359428646652
1701862262.9130378,45.424294879322325,11.948360180132234
