timestamp,latitude,longitude
1701862263.8887384,45.42430676370014,11.94836612892534
1701862264.9038076,45.42431587464466,11.948373304062624
1701862265.8881075,45.42432225925218,11.948378509182145
1701862266.8964972,45.42432194618108,11.948384904805145
1701862267.9013116,45.42432852148881,11.948390741014858
1701862268.904131,45.42433651602519,11.948398460714913
1701862269.9084,45.42435244556856,11.948408526909565
1701862270.9043493,45.42436385340944,11.948416591239198
1701862271.887144,45.42437386921615,11.948420854964157
1701862272.8886461,45.424382479690536,11.948428312784378
1701862273.8874621,45.424386041235884,11.948435031176746
1701862274.8828874,45.424393070624355,11.948442681388556
1701862275.8954132,45.424401251866094,11.948449674226689
1701862276.9023006,45.42441474218974,11.948457322710386
1701862277.9012609,45.42442272211672,11.948459819528818
1701862278.9015656,45.42443441959565,11.948460661185758
1701862279.8954337,45.42444643622011,11.948473917488725
1701862280.9026299,45.42444826805436,11.948491071316047
1701862281.8888113,45.42444951961743,11.948510481243028
1701862282.9271665,45.42445349342044,11.948513787222364
1701862283.8888068,45.424470521741064,11.948512815611853
1701862284.8968797,45.4244907084211,11.948505707352147
1701862285.8953676,45.42449924283355,11.948507165783749
1701862286.9031944,45.42450845820783,11.948515269375584
1701862287.894167,45.4245066145877,11.948513400281533
1701862288.8875108,45.42451988189263,11.948515718019468
1701862289.9049392,45.42452610690048,11.94851517922534
1701862290.9022367,45.42453700611059,11.948528784240462
1701862291.8968103,45.42454819646451,11.948542331175362
1701862292.9099164,45.424557540853826,11.948551013315827
1701862293.9999433,45.42456808395605,11.948556471174768
1701862294.9999619,45.424582961259816,11.948566095107614
1701862295.9999833,45.4245995180216,11.948576359345815
1701862297.0000072,45.424609457428865,11.948583200319423
1701862298.0000262,45.42460642432909,11.94859290870678
1701862299.0000467,45.4246190245616,11.948608448347503
1701862300.000068,45.42462845143083,11.948619109587435
1701862301.000086,45.42461749032985,11.94862384251014
1701862302.000104,45.424635837408324,11.94863033168599
1701862303.0001225,45.42465158343214,11.948642034367937
1701862304.00014,45.42465983053341,11.948638953726423
1701862305.0001588,45.424667525724985,11.948645584884748
1701862306.0001783,45.424662375722725,11.948646116701196
1701862307.0001945,45.42466284583182,11.94865103819528
1701862308.000212,45.424653472943874,11.94864594271967
1701862309.000232,45.424644313007,11.948646099501355
1701862310.0002518,45.42463559640048,11.948648150604575
1701862311.0002713,45.42462302550492,11.948649010799091
1701862312.0002913,45.42461351121799,11.948639171843935
1701862313.000311,45.424606753348755,11.94863284655575
1701862314.0003304,45.42459983031842,11.948625802876853
1701862315.0003514,45.42459057795086,11.948615940644519
1701862316.0003717,45.42457877370081,11.948605075256918
1701862317.000391,45.4245680163402,11.948594763704566
1701862318.0004122,45.42455983372746,11.948591088491483
1701862319.0004327,45.4245494644532,11.948585075145747
1701862320.000452,45.42453967563398,11.948583336783754
1701862321.0004725,45.42453122981923,11.94857591989814
1701862322.000493,45.42452452394326,11.948567586405202
1701862323.0005128,45.424519115740075,11.948561448535798
1701862324.000534,45.42451179346529,11.948558704026947
1701862325.0005536,45.4245039326854,11.948557116577735
1701862326.000574,45.42450052502556,11.948552948051102
1701862327.0005949,45.42449339844212,11.94854419875986
1701862328.0006156,45.424486776496586,11.948535854001397
1701862329.0006366,45.424479365055674,11.948530546464877
1701862330.0006557,45.42446755729932,11.948524579981985
1701862331.0006766,45.42445794314521,11.94851863009638
1701862332.0006971,45.424449123938146,11.948515557488573
1701862333.0007174,45.4244402912458,11.94851201059505
1701862334.0007386,45.42443007280173,11.948503441760462
1701862335.0007586,45.424421896184484,11.948496605532464
1701862336.0007796,45.424415647118344,11.94848802602701
1701862337.0008001,45.42441070734696,11.948480392294805
1701862338.0008209,45.42440539825305,11.948474468765811
1701862339.0008414,45.42440095321461,11.948469463175437
1701862340.0008616,45.424396730708104,11.94846488377664
1701862341.0008821,45.42438858215315,11.948459654927325
1701862342.0009024,45.42438089652181,11.9484552182113
1701862343.0009236,45.424373210278574,11.948446754505467
1701862344.0009446,45.424363217345395,11.94843989821235
1701862345.0009646,45.424354759571926,11.948436088277303
1701862346.0009856,45.42434464548629,11.948429984793245
1701862347.0010076,45.42433684543857,11.948421040754262
1701862348.0010266,45.42432563162921,11.948413022007777
1701862349.001048,45.4243199052894,11.948409457219373
1701862350.0010688,45.424305121380776,11.948403238992853
1701862351.0010898,45.42429923578937,11.948395365857724
1701862352.0011106,45.424287274640214,11.94838388502476
1701862353.00113,45.42427897495886,11.948378966209193
1701862354.0011513,45.42427285871649,11.948379930410354
1701862355.0011725,45.42426616071946,11.948371586606076
1701862356.0011926,45.42425792883825,11.948364278209487
1701862357.0012136,45.424249055638725,11.948352942204403
1701862358.0012345,45.42424742303137,11.948351244977387
1701862359.0012555,45.42423797084949,11.94834090013986
1701862360.001275,45.42422726701495,11.948332076223766
1701862361.0012965,45.42421964147458,11.9483276138234
1701862362.0013168,45.42421265113453,11.948319080051327
1701862363.0013375,45.424203765476435,11.948318759199463
1701862364.0013585,45.424194478457686,11.948303873478133
1701862365.0013795,45.42418671732401,11.948294140149923
1701862366.0013995,45.42417286989471,11.948284418555945
1701862367.0014205,45.42416489520212,11.948281633545125
1701862368.001441,45.42415169265762,11.94827454761407
1701862369.0014625,45.42414727540182,11.948273419450842
1701862370.001483,45.42414005584337,11.948266226669967
1701862371.0015035,45.4241321841722,11.948263018133902
1701862372.0015242,45.424124675826725,11.948270854082953
1701862373.0015445,45.42410536196731,11.948265446217263
1701862374.0015655,45.42409904934863,11.948257910783681
1701862375.001587,45.42409652352872,11.948255525134366
1701862376.001607,45.424103233009475,11.948255267732984
1701862377.0016284,45.424105596023836,11.94825140675699
1701862378.0016484,45.42410769820124,11.948249289659127
1701862379.0016694,45.42410659526129,11.948251337298224
1701862380.0016909,45.42409210804759,11.94824465703596
1701862381.001711,45.4240859922023,11.948241707702184
1701862382.001732,45.42407107982394,11.94823427743035
1701862383.0017536,45.42406597267417,11.948235218392856
1701862384.0017734,45.42405070617525,11.948229350188305
1701862385.0017948,45.42403325874709,11.948239001360609
1701862386.0018144,45.424009558195806,11.948232775896194
1701862387.0018358,45.42399817927254,11.948229107786908
1701862388.0018563,45.42399510675172,11.948243652978611
1701862389.0018773,45.423991911540554,11.948246013430888
1701862390.0018978,45.4239796831643,11.948234518530505
1701862391.0019183,45.4239714335811,11.948216013027785
1701862392.0019398,45.42396808698308,11.948191188739298
1701862393.00196,45.423960887312184,11.948173334666233
1701862394.0019803,45.423951833132705,11.948163367650228
1701862395.0020022,45.42393518800729,11.948181417892611
1701862396.0020223,45.423926546735544,11.948170734465581
1701862397.0020437,45.42391489881116,11.94816101018511
1701862398.0020638,45.42390894553083,11.948137614822045
1701862399.0020847,45.423893004342155,11.948122759057327
1701862400.0021062,45.42385988711882,11.94814644071134
